question,summary
THEME: Heart condition of IHSS and heart condition of WPW MESSAGE: Is there any way that you can send me information about both heart diseases? My child has to be tested for them eventually and I would like information to understand the conditions of both more.,Where can I find information on Idiopathic hypertrophic subaortic stenosis (IHSS) and Wolff-Parkinson-White (WPW) syndrome?
"Respected sir/ma'am, I am [NAME], I am from 22-year-old India. When I came to see the medical journal that was used in my childhood hood days, I found a section on my kidney examination reports. In that report a figure was given and it was mentioned that I am having a kidney in the form of S. I have attached the images of the reports written by the doctor and please clarify if I have an ectopic kidney. Please respond as soon as possible and if you need the current reports of my kidney I am ready to take the scan of the current kidney development. Thank you.",Where can I find information and images on ectopic kidneys?
THEME: We are planning to develop to cure any type of paralysis and stroke research. MESSAGE: How to cure Parkinson's disease.,What are the treatments for parkinson disease?
"THEME: Oleading poisoning MESSAGE: If smelling was swallowed by touching the inside of the stems of the plant and then eating directly without washing your hands, how long would the retrospective symptoms begin? And how severe would you say the symptoms can become.","When do symptoms of oleander poisoning appear after ingesting the plant, and how severe can they get?"
THEME: Father suffering from IBS MESSAGE: My father is suffering from IBS and is losing weight day by day.Sometimes he even faints because of weakness.He cannot digest the food.Please help us and suggest us about this problem.,What are the treatments for IBS?
"SUBJECT: Enlarge prostate MESSAGE: Hi, I have some questions about enlarged prostate. My BF has that and he tested different pills and now his status on just 1 type of pill that are SANDOZ-ALFUZOSIN ... has been in them for more than 2 years I think ... but your sexual desire has decreased ... and I was wondering if you have surgery going to your sexual desire increase again or would there still be a chance of that side effect? You have talked to your Dr., but that doesn’t seem to help much. So I was wondering if you have any suggestions because I would like this situation to change if that’s possible. Please let me know what your opinion is. Thank you.","What are the treatments for enlarged prostate, and how do they affect sex drive?"
"THEME: ODD MESSAGE Facilities: Two friends of ours have an 8-year-old child with opposition disorder and autism, and are told by an installation that they need to institutionalize it there. Our friends have a broken heart. Is there any excellent place in the country that specializes in ODD in combination with autism that could offer other options for them? Thank you for any advice you may have.",How can I find physician(s) or hospital(s) who specialize in oppositional defiant disorder and autism?
Subject: PROLIA SIDRAL EFFECTS MESSAGE: I had 2nd INJECTION IN MARCH MANY SIDRAL EFFECTS RANDOM had HEARTED WAITING FOR THE BIOPESTIC REPORT OF ESOFIGUS.,What are the side effects of prolia?
MESSAGE: I had the lap band but I only gain the weight again. Can I still have the bypass done?,Can gastric/GI bypass surgery for weight loss be done after failed lap band surgery?
MESSAGE: My husband has a blood pressure of 247 on one arm and 170 on the other. What does that mean?,What are the causes of different blood pressure readings in each arm?
THEME: Cocaine Topical MESSAGE: Hello I wanted to ask about NDC: 00527172874 Topical cocaine. And how long the dye lasts on the skin.,"For Topical Cocaine NDC: 0527-1728-74, how long does the dye stay on the skin?"
"THEME: How can I find out if the removal of ovaries relieves the symptoms of POS? MESSAGE: Is there any way that I can access actual research information to find out if the removal of ovaries has been tested in a controlled, research environment, like a ""cure"" for POS? In the search, I did not find research reference on that material. (FYI - I used to be [PROFESSION].) Thank you for your consideration!",What is the latest research on ovary removal as a treatment for PCOS?
"THEME: DEENSE MESSAGE: I am looking for resources on how to deal with my husband who has vascular dementia and unstable march. The main problem is that he refuses to leave bed for meals or activities of daily life. takes hours on a daily basis to perform these essential basic activities of life. His doctors are aware, but not very useful. Any idea or resources, apart from SNF, will be appreciated.","What are the treatments for vascular dementia and unsteady gait, and what caregiver resources are available?"
